Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Closed,3435,Low,Email,Feature request,2nd line support,Michele Whyatt,10/27/2023 14:44,10/29/2023 14:44,10/27/2023 15:44,26:38.9,Within SLA,36:35.1,Within SLA,27:26.9,3,4,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Resolved,3436,Low,Email,Other,1st line support,Bernard Beckley,10/27/2023 19:01,10/29/2023 19:01,10/27/2023 20:01,37:30.2,Within SLA,48:03.3,SLA Violated,,1,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3437,Medium,Chat,Product setup,2nd line support,Michele Whyatt,10/27/2023 10:31,10/28/2023 10:31,10/27/2023 10:33,33:15.6,Within SLA,54:35.2,Within SLA,40:09.0,6,4,Other,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,3438,Low,Chat,Feature request,1st line support,Sheela Cutten,10/27/2023 0:25,10/28/2023 0:25,10/27/2023 0:27,26:59.3,Within SLA,09:30.5,SLA Violated,,8,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3439,Low,Email,Feature request,1st line support,Nicola Wane,10/27/2023 23:17,10/29/2023 23:17,10/28/2023 0:17,58:52.8,Within SLA,01:23.1,Within SLA,,1,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3440,High,Chat,Bug report,1st line support,Sheela Cutten,10/27/2023 19:19,10/28/2023 19:19,10/27/2023 19:21,21:44.7,SLA Violated,06:04.1,Within SLA,40:30.6,5,4,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3441,Low,Email,Bug report,1st line support,Bernard Beckley,10/27/2023 6:45,10/29/2023 6:45,10/27/2023 7:45,35:25.0,Within SLA,35:09.3,Within SLA,,1,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3442,Medium,Chat,Bug report,2nd line support,Michele Whyatt,10/27/2023 17:22,10/28/2023 17:22,10/27/2023 17:24,23:32.0,Within SLA,29:26.8,SLA Violated,,6,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3443,High,Phone,Feature request,1st line support,Bernard Beckley,10/28/2023 19:28,10/30/2023 19:28,10/28/2023 19:30,28:42.5,Within SLA,58:52.7,SLA Violated,54:51.0,2,5,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3444,Low,Chat,Bug report,2nd line support,Adolpho Messingham,10/28/2023 12:32,10/29/2023 12:32,10/28/2023 12:34,33:41.4,Within SLA,,SLA Violated,,6,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Closed,3445,Low,Phone,Product setup,1st line support,Bernard Beckley,10/28/2023 15:48,10/30/2023 15:48,10/28/2023 15:50,49:38.5,Within SLA,18:09.5,Within SLA,15:52.9,6,3,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,3457,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,10/29/2023 0:45,10/31/2023 0:45,10/29/2023 1:45,28:19.2,Within SLA,,SLA Violated,,9,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3458,High,Email,Feature request,2nd line support,Adolpho Messingham,10/29/2023 15:26,10/31/2023 15:26,10/29/2023 16:26,26:33.4,Within SLA,09:39.1,Within SLA,28:15.9,1,5,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
Closed,3459,Low,Email,Pricing and licensing,1st line support,Nicola Wane,10/29/2023 3:14,10/31/2023 3:14,10/29/2023 4:14,01:54.0,Within SLA,16:52.4,Within SLA,41:16.6,1,4,Other,Tier 1,Germany,51.165691,10.451526
Closed,3460,Low,Chat,Product setup,1st line support,Sheela Cutten,10/30/2023 16:10,10/31/2023 16:10,10/30/2023 16:12,11:27.0,Within SLA,09:27.0,Within SLA,32:26.1,6,5,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3461,Low,Chat,Feature request,1st line support,Nicola Wane,10/30/2023 6:39,10/31/2023 6:39,10/30/2023 6:41,40:01.5,Within SLA,33:14.6,Within SLA,53:38.6,2,3,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3462,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,10/30/2023 18:13,11-01-2023 18:13,10/30/2023 19:13,46:01.5,Within SLA,15:04.0,Within SLA,57:53.8,6,4,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347
Closed,3463,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,10/30/2023 19:30,11-01-2023 19:30,10/30/2023 20:30,07:02.3,Within SLA,56:58.3,SLA Violated,37:04.7,8,3,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,3464,High,Email,Product setup,2nd line support,Heather Urry,10/30/2023 23:33,11-01-2023 23:33,10/31/2023 0:33,52:16.8,Within SLA,53:32.4,Within SLA,,9,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
In progress,3465,Low,Email,Product setup,1st line support,Bernard Beckley,10/30/2023 5:51,11-01-2023 05:51,10/30/2023 6:51,04:04.0,Within SLA,,SLA Violated,,2,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3466,Medium,Chat,Feature request,1st line support,Connor Danielovitch,10/30/2023 16:02,10/31/2023 16:02,10/30/2023 16:04,03:30.2,Within SLA,37:42.6,SLA Violated,09:53.9,5,5,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3467,Low,Chat,Feature request,2nd line support,Michele Whyatt,10/31/2023 15:07,11-01-2023 15:07,10/31/2023 15:09,07:51.5,Within SLA,26:10.1,Within SLA,,6,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,3468,Low,Phone,Feature request,2nd line support,Michele Whyatt,10/31/2023 10:07,11-02-2023 10:07,10/31/2023 10:09,09:10.4,Within SLA,18:08.4,SLA Violated,52:36.1,7,4,Other,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3469,Low,Email,Training request,1st line support,Nicola Wane,10/31/2023 20:58,11-02-2023 20:58,10/31/2023 21:58,05:32.5,Within SLA,,SLA Violated,,7,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Closed,3470,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,10/31/2023 0:37,11-02-2023 00:37,10/31/2023 0:39,38:45.1,Within SLA,58:05.0,Within SLA,51:20.8,4,1,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,3471,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,10/31/2023 7:06,11-02-2023 07:06,10/31/2023 8:06,38:49.7,Within SLA,35:45.5,Within SLA,09:58.8,5,4,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,3472,Low,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,10/31/2023 16:06,11-01-2023 16:06,10/31/2023 16:08,06:54.9,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Closed,3473,High,Chat,Product setup,1st line support,Nicola Wane,10/31/2023 0:29,11-01-2023 00:29,10/31/2023 0:31,31:17.4,Within SLA,12:37.2,Within SLA,24:56.4,6,5,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,3474,Medium,Phone,Other,1st line support,Nicola Wane,10/31/2023 0:34,11-02-2023 00:34,10/31/2023 0:36,35:11.7,Within SLA,34:51.8,SLA Violated,11:50.1,2,5,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3475,Low,Email,Purchasing and invoicing,2nd line support,Heather Urry,11-01-2023 00:06,11-03-2023 00:06,11-01-2023 01:06,40:10.0,Within SLA,39:05.6,Within SLA,05:24.4,1,4,Custom software development,Tier 2,Poland,52.536273,19.050639
Closed,3476,Medium,Chat,Product setup,1st line support,Sheela Cutten,11-01-2023 23:01,11-02-2023 23:01,11-01-2023 23:03,03:04.3,Within SLA,50:40.4,Within SLA,58:28.5,5,4,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3477,High,Chat,Bug report,1st line support,Bernard Beckley,11-01-2023 09:20,11-02-2023 09:20,11-01-2023 09:22,25:13.1,SLA Violated,35:37.8,Within SLA,12:48.1,4,4,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3478,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,11-01-2023 21:15,11-02-2023 21:15,11-01-2023 21:17,17:50.1,Within SLA,42:48.7,SLA Violated,,7,,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,3479,Low,Email,Product setup,1st line support,Kristos Westoll,11-01-2023 18:55,11-03-2023 18:55,11-01-2023 19:55,35:41.5,Within SLA,42:31.3,SLA Violated,56:34.0,5,4,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3480,High,Chat,Bug report,1st line support,Connor Danielovitch,11-01-2023 13:07,11-02-2023 13:07,11-01-2023 13:09,07:32.7,Within SLA,57:27.0,Within SLA,55:16.8,5,5,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3481,Medium,Email,Bug report,1st line support,Bernard Beckley,11-01-2023 23:54,11-03-2023 23:54,11-02-2023 00:54,26:48.5,Within SLA,21:11.3,Within SLA,,3,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,3482,High,Email,Pricing and licensing,2nd line support,Adolpho Messingham,11-01-2023 10:21,11-03-2023 10:21,11-01-2023 11:21,52:35.5,Within SLA,,SLA Violated,,2,,Custom software development,Tier 2,Poland,52.536273,19.050639
Closed,3483,Low,Chat,Product setup,1st line support,Kristos Westoll,11-01-2023 15:23,11-02-2023 15:23,11-01-2023 15:25,28:04.0,SLA Violated,19:20.2,Within SLA,14:25.1,9,4,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3484,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,11-01-2023 08:18,11-03-2023 08:18,11-01-2023 09:18,36:03.5,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3485,Medium,Phone,Product setup,1st line support,Kristos Westoll,11-01-2023 07:01,11-03-2023 07:01,11-01-2023 07:03,03:02.9,Within SLA,16:06.5,Within SLA,05:17.0,7,2,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3486,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,11-02-2023 19:25,11-04-2023 19:25,11-02-2023 20:25,37:39.9,SLA Violated,,SLA Violated,,3,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3487,Medium,Email,Product setup,2nd line support,Adolpho Messingham,11-02-2023 06:12,11-04-2023 06:12,11-02-2023 07:12,09:05.8,Within SLA,10:59.5,Within SLA,,1,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,3488,Medium,Chat,Other,1st line support,Connor Danielovitch,11-02-2023 01:48,11-03-2023 01:48,11-02-2023 01:50,49:27.5,Within SLA,10:47.5,SLA Violated,48:22.1,5,5,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,3489,High,Chat,Product setup,2nd line support,Heather Urry,11-02-2023 11:02,11-03-2023 11:02,11-02-2023 11:04,04:03.6,Within SLA,00:40.9,Within SLA,07:30.5,8,4,Other,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3490,Low,Email,Product setup,2nd line support,Adolpho Messingham,11-02-2023 02:48,11-04-2023 02:48,11-02-2023 03:48,43:19.9,Within SLA,,SLA Violated,,1,,Custom software development,Tier 2,Greece,39.368279,21.863141
Closed,3491,High,Chat,Feature request,1st line support,Sheela Cutten,11-02-2023 12:46,11-03-2023 12:46,11-02-2023 12:48,48:07.6,Within SLA,30:39.7,Within SLA,13:16.0,9,4,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3492,High,Email,Product setup,1st line support,Nicola Wane,11-02-2023 15:45,11-04-2023 15:45,11-02-2023 16:45,11:14.4,Within SLA,46:44.2,SLA Violated,27:16.4,6,1,Other,Tier 1,France,48.864716,2.349014
Resolved,3493,Low,Email,Other,1st line support,Connor Danielovitch,11-02-2023 08:00,11-04-2023 08:00,11-02-2023 09:00,19:33.7,Within SLA,22:37.3,Within SLA,,7,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3494,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,11-02-2023 15:27,11-03-2023 15:27,11-02-2023 15:29,29:27.6,Within SLA,,SLA Violated,,6,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3495,Low,Email,Bug report,2nd line support,Adolpho Messingham,11-02-2023 06:29,11-04-2023 06:29,11-02-2023 07:29,16:19.8,Within SLA,23:08.8,Within SLA,54:12.0,1,5,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3496,High,Chat,Feature request,1st line support,Nicola Wane,11-03-2023 17:47,11-04-2023 17:47,11-03-2023 17:49,47:30.4,Within SLA,48:20.6,Within SLA,25:19.4,6,5,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3497,Medium,Email,Bug report,1st line support,Nicola Wane,11-03-2023 18:35,11-05-2023 18:35,11-03-2023 19:35,47:21.2,Within SLA,03:37.7,Within SLA,22:23.2,9,3,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3498,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,11-03-2023 19:42,11-04-2023 19:42,11-03-2023 19:44,43:40.7,Within SLA,51:55.5,SLA Violated,18:38.7,4,4,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3499,Medium,Phone,Bug report,1st line support,Nicola Wane,11-03-2023 13:33,11-05-2023 13:33,11-03-2023 13:35,34:22.7,Within SLA,04:45.9,Within SLA,46:24.9,2,3,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3500,High,Email,Product setup,2nd line support,Heather Urry,11-03-2023 15:51,11-05-2023 15:51,11-03-2023 16:51,13:17.9,Within SLA,45:13.3,Within SLA,19:55.5,2,5,Other,Tier 2,Austria,47.6964719,13.3457347
Closed,3501,High,Chat,Feature request,1st line support,Bernard Beckley,11-03-2023 05:18,11-04-2023 05:18,11-03-2023 05:20,20:58.9,Within SLA,38:26.6,SLA Violated,31:33.7,5,1,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3502,High,Email,Other,1st line support,Sheela Cutten,11-03-2023 16:58,11-05-2023 16:58,11-03-2023 17:58,07:58.0,Within SLA,48:15.5,SLA Violated,28:48.8,6,4,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3503,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,11-03-2023 10:23,11-04-2023 10:23,11-03-2023 10:25,23:41.4,Within SLA,45:03.6,SLA Violated,20:53.3,7,3,Other,Tier 1,Poland,52.536273,19.050639
Closed,3504,Low,Chat,Other,1st line support,Sheela Cutten,11-03-2023 09:23,11-04-2023 09:23,11-03-2023 09:25,27:45.7,SLA Violated,51:08.6,Within SLA,00:17.0,2,4,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3505,Low,Chat,Product setup,2nd line support,Adolpho Messingham,11-03-2023 06:23,11-04-2023 06:23,11-03-2023 06:25,24:43.1,Within SLA,53:33.2,Within SLA,55:34.2,2,4,Other,Tier 2,Italy,43.036776,12.678565
Closed,3506,Low,Chat,Feature request,2nd line support,Michele Whyatt,11-04-2023 15:02,11-05-2023 15:02,11-04-2023 15:04,04:08.4,Within SLA,40:23.0,Within SLA,59:27.2,6,4,Ready to use Software,Tier 2,Germany,51.165691,10.451526
In progress,3507,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,11-04-2023 18:21,11-05-2023 18:21,11-04-2023 18:23,23:02.6,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3508,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,11-04-2023 21:16,11-05-2023 21:16,11-04-2023 21:18,16:09.1,Within SLA,35:00.7,Within SLA,59:15.4,6,4,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3522,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,11-05-2023 00:43,11-06-2023 00:43,11-05-2023 00:45,43:53.3,Within SLA,26:18.4,SLA Violated,06:14.4,5,5,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,3523,Medium,Chat,Feature request,1st line support,Bernard Beckley,11-05-2023 16:52,11-06-2023 16:52,11-05-2023 16:54,54:15.9,Within SLA,,SLA Violated,,6,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3524,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,11-05-2023 12:30,11-06-2023 12:30,11-05-2023 12:32,30:59.9,Within SLA,38:58.6,Within SLA,15:45.1,2,1,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3525,Low,Chat,Other,1st line support,Nicola Wane,11-06-2023 09:52,11-07-2023 09:52,11-06-2023 09:54,54:40.6,Within SLA,56:31.2,Within SLA,58:12.3,8,4,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,3526,Low,Email,Product setup,1st line support,Kristos Westoll,11-06-2023 09:49,11-08-2023 09:49,11-06-2023 10:49,28:05.4,Within SLA,,SLA Violated,,1,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3527,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,11-06-2023 13:18,11-08-2023 13:18,11-06-2023 14:18,55:58.8,Within SLA,50:13.1,Within SLA,06:01.1,3,3,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3528,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,11-06-2023 07:26,11-07-2023 07:26,11-06-2023 07:28,27:10.5,Within SLA,44:51.7,Within SLA,11:40.4,2,4,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3529,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,11-06-2023 23:48,11-08-2023 23:48,11-07-2023 00:48,09:06.7,Within SLA,17:12.6,Within SLA,04:42.0,1,2,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3530,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,11-06-2023 16:35,11-07-2023 16:35,11-06-2023 16:37,39:09.8,SLA Violated,41:52.3,SLA Violated,38:36.6,6,4,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3531,Low,Email,Product setup,1st line support,Connor Danielovitch,11-06-2023 19:21,11-08-2023 19:21,11-06-2023 20:21,05:28.8,Within SLA,34:14.8,Within SLA,57:45.9,2,3,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3532,Medium,Email,Product setup,1st line support,Kristos Westoll,11-06-2023 00:36,11-08-2023 00:36,11-06-2023 01:36,03:24.7,Within SLA,,SLA Violated,,8,,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
Closed,3533,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,11-07-2023 12:46,11-09-2023 12:46,11-07-2023 13:46,14:50.9,Within SLA,32:07.5,Within SLA,49:22.4,1,5,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,3534,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,11-07-2023 00:28,11-09-2023 00:28,11-07-2023 01:28,47:40.5,Within SLA,42:53.7,SLA Violated,,5,,Other,Tier 1,Austria,47.6964719,13.3457347
Closed,3535,Low,Chat,Feature request,1st line support,Nicola Wane,11-07-2023 01:41,11-08-2023 01:41,11-07-2023 01:43,42:28.0,Within SLA,52:24.2,Within SLA,23:45.3,6,4,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,3536,Medium,Email,Feature request,1st line support,Kristos Westoll,11-07-2023 01:05,11-09-2023 01:05,11-07-2023 02:05,09:23.1,SLA Violated,43:26.4,Within SLA,22:29.2,9,1,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3537,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,11-07-2023 19:22,11-09-2023 19:22,11-07-2023 20:22,28:40.3,Within SLA,16:25.1,SLA Violated,51:35.3,8,5,Other,Tier 1,Italy,43.036776,12.678565
Closed,3538,Low,Chat,Bug report,1st line support,Kristos Westoll,11-07-2023 05:07,11-08-2023 05:07,11-07-2023 05:09,07:40.1,Within SLA,33:10.5,Within SLA,45:04.0,7,2,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3539,High,Chat,Other,1st line support,Sheela Cutten,11-07-2023 00:47,11-08-2023 00:47,11-07-2023 00:49,47:51.5,Within SLA,30:36.1,Within SLA,26:51.0,6,5,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3540,Medium,Email,Product setup,1st line support,Nicola Wane,11-08-2023 07:10,11-10-2023 07:10,11-08-2023 08:10,53:52.6,Within SLA,52:06.4,SLA Violated,41:21.8,3,3,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3542,Medium,Email,Feature request,1st line support,Bernard Beckley,11-08-2023 20:42,11-10-2023 20:42,11-08-2023 21:42,29:41.4,Within SLA,43:52.5,Within SLA,,2,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3543,High,Email,Pricing and licensing,1st line support,Bernard Beckley,11-08-2023 22:46,11-10-2023 22:46,11-08-2023 23:46,56:38.4,Within SLA,42:28.3,Within SLA,,3,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3544,Low,Email,Feature request,2nd line support,Michele Whyatt,11-08-2023 01:13,11-10-2023 01:13,11-08-2023 02:13,00:19.5,Within SLA,35:28.4,Within SLA,,2,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3545,Low,Email,Feature request,1st line support,Bernard Beckley,11-08-2023 01:34,11-10-2023 01:34,11-08-2023 02:34,26:43.8,Within SLA,06:52.9,Within SLA,19:07.8,4,4,Other,Tier 1,Poland,52.536273,19.050639
Closed,3546,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,11-08-2023 07:43,11-10-2023 07:43,11-08-2023 08:43,13:30.3,Within SLA,05:36.6,Within SLA,48:01.5,8,3,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
